ID,slp,pval,season
X2136,-0.363563310628925,0.0223706936625611,spr
X2700,-0.31794872134758,0.041815035961895,spr
X2744,-0.392917611550695,0.0186309630602907,spr
X4291,-0.445465311199937,0.00441660716207474,spr
X4488,-0.334135186393671,0.0748344621142584,spr
X4622,-0.297384819316421,0.112112524791555,spr
X4597,-0.242097897463088,0.190214606719696,spr
X4509,-0.350208734399215,0.047362644353573,spr
X4550,-0.345596510726812,0.0489574234451937,spr
X4588,-0.236967595236154,0.18704855028372,spr
X5055,-0.168195152540988,0.357513058991724,spr
X3314,-0.41872577290154,0.0141330556821237,spr
X4062,-0.344727587894607,0.042019390360747,spr
X4201,-0.274571967534055,0.119821464088772,spr
X9454,-0.494087996573943,0.00216537473869633,spr
X5817,-0.170598682600536,0.255780966688448,spr
X5955,-0.498716361448729,0.00191052418061741,spr
X6703,-0.412455124806264,0.00568817992043975,spr
X6700,-0.401457877885635,0.00764888197490653,spr
X7449,-0.339861163227017,0.0481319893481919,spr
X17749,-0.214844869075781,0.258169896766371,spr
X18700,-0.383195733746636,0.0300664524991073,spr
X19468,-0.415386144873155,0.0225952876086392,spr
X19861,-0.16380597928053,0.440836421114557,spr
X21146,-0.0851662248144233,0.610386494713183,spr
X21574,-0.31731186271311,0.133881175859535,spr
X10241,-0.402767089485276,0.0238661261470043,spr
X12618,-0.211599987764093,0.184741567862642,spr
X13275,-0.564411830084017,0.00308062180812381,spr
X13212,-0.451316736683251,0.0222222674425898,spr
X13857,-0.480356523778449,0.0112242571760076,spr
X15637,-0.125269098213557,0.610376748886633,spr
X23141,-0.0717254670038334,0.63774397668336,spr
X23122,-0.0437681193408942,0.782413208476824,spr
X26936,-0.0937171669793618,0.567926696256381,spr
X27112,-0.0427788155640721,0.798162972475605,spr
X27249,-0.100307702504284,0.539254991545489,spr
X27679,-0.0887332877885646,0.604093524603697,spr
X25419,-0.100783118525166,0.549462715195381,spr
X25404,-0.0290281935720696,0.858441954364686,spr
X25453,-0.0444745085243478,0.784097759114399,spr
X25339,-0.0605202606248466,0.706444167634419,spr
X25343,-0.0458562280773318,0.775625864314838,spr
X25318,-0.0291025063218863,0.858470582212955,spr
X25349,-0.0529752018924847,0.742917534601681,spr
X25357,-0.0114265233705866,0.943583104081891,spr
X25367,-0.0761184741822321,0.645961268960976,spr
X28267,-0.064534678603476,0.663669298267544,spr
X28336,-0.190889468961579,0.230757317315526,spr
X28476,-0.0932047679256049,0.554849993426378,spr
X28653,-0.0788647116404285,0.650477235331647,spr
X28501,-0.105045517578921,0.539723974050922,spr
X25689,-0.237232798352229,0.13555344402225,spr
X25798,-0.221406140386657,0.17054226267624,spr
X25822,-0.253312994534627,0.126606004657187,spr
X25978,-0.191585590178645,0.227454161669954,spr
X26424,-0.0676117546292497,0.68602305460054,spr
X26395,-0.0973222428419941,0.543832058875613,spr
X26899,-0.0607717391304359,0.715521247413748,spr
X29629,-0.0582114466922246,0.727652475382977,spr
X29790,-0.0384923525573075,0.818926830337512,spr
X29471,-0.0847317277102533,0.590290825691381,spr
X37314,-0.274777785708459,0.182030526279771,spr
X37583,-0.048882249775675,0.817420383570457,spr
X37716,-0.302318408924052,0.120035442339471,spr
X37920,-0.288654315197,0.133270171746481,spr
X39102,-0.310999296435273,0.103437823556326,spr
X40739,-0.212988610408681,0.242955312536873,spr
X30345,-0.0920820417652292,0.608412552522999,spr
X30265,-0.0634873052451276,0.738311279517897,spr
X34530,-0.262532690268372,0.170703499378497,spr
X35929,-0.17986875968676,0.385056791476602,spr
X45793,-0.134007208989316,0.502779573502524,spr
X41824,-0.14569726323517,0.503756272968662,spr
X42841,-0.238993290643611,0.280392451149043,spr
X43411,-0.260994126764012,0.275538429845808,spr
X49688,-0.352584550126438,0.0665217677269713,spr
X49708,-0.419005179867849,0.0338664877460611,spr
X49704,-0.437508228648337,0.026154544173029,spr
X49756,-0.292630047312179,0.118308480884674,spr
X51981,-0.366922638469698,0.0640066035557948,spr
X52072,-0.369352149441225,0.0585508150333642,spr
X52736,-0.38871560690105,0.0599901984959596,spr
X47259,-0.281883238844932,0.205767560430921,spr
X47764,-0.377511705685617,0.0489099493364594,spr
X47803,-0.383232594420425,0.046555160706753,spr
X47800,-0.330076025776979,0.0845329737817513,spr
X47932,-0.273744626396931,0.246917307929127,spr
X46628,-0.378512766131009,0.0477244571791568,spr
X55015,-0.127872654784239,0.559553942988606,spr
X90088,-0.386320713353456,0.325121013952733,spr
X90443,-0.079635686026591,0.82635245097612,spr
X92062,0.684062627457379,0.00249270717078055,spr
X91695,0.107066094298068,0.678714327605268,spr
X91188,0.217140182722896,0.372026879155167,spr
X91297,0.635024165918917,0.00637901707147702,spr
X93355,0.136819622318299,0.536477479716453,spr
X91541,0.451412870136226,0.0325540575199806,spr
X93729,0.229924300513909,0.283468578828094,spr
X92349,0.430715973978301,0.0604142660866575,spr
X91256,0.614416581695076,0.00389819659312278,spr
X91448,0.530813259645974,0.0121185632519719,spr
X91736,0.367358991353291,0.0646805595932185,spr
X92026,-0.0373152683742585,0.908461625030661,spr
X92360,0.517762694754873,0.0268299147512081,spr
X92217,0.407847785300595,0.143732533899559,spr
X91770,0.249055918100986,0.256496890394844,spr
X92664,-0.160087445958071,0.570797895720899,spr
X93380,0.506857370095441,0.0127553495937666,spr
X93035,0.0345970817358652,0.882752056252935,spr
X93611,0.679979178562689,0.00144299202162369,spr
X93370,0.258053460722732,0.220941101520041,spr
X92004,-0.224664593359981,0.426715560151206,spr
