ID,slp,pval,season
X2136,2.61989971653479,0.0102981494085151,spr
X2700,3.94805322620115,0.000325067240100786,spr
X2744,4.03811906558447,0.000302249600840759,spr
X4291,1.43193358960763,0.224978614847665,spr
X4488,1.89506183212334,0.121076330923899,spr
X4622,1.74282613793947,0.161255809616906,spr
X4597,1.64414148788644,0.186843294679635,spr
X4509,2.00066354311119,0.106865399451146,spr
X4550,1.92114583163391,0.122347648201475,spr
X4588,1.6728876743617,0.169868493804048,spr
X5055,1.84398226812954,0.136639206366201,spr
X3314,2.51120733746635,0.0438762346969546,spr
X4062,1.76349155722328,0.152426393394889,spr
X4201,2.10703291459337,0.0837648564735931,spr
X9454,2.04564778937924,0.0899174894790005,spr
X5817,1.2645110021209,0.28881515411982,spr
X5955,1.21962324618647,0.301831906198722,spr
X6703,1.35431160779836,0.238095364111357,spr
X6700,1.30974258707888,0.265235601217437,spr
X7449,1.27931889836039,0.306021380984927,spr
X17749,1.4368686067379,0.235441613001277,spr
X18700,1.82478429113305,0.138116947759239,spr
X19468,2.03527011787258,0.0946802397215005,spr
X19861,0.444696141610245,0.729545167722864,spr
X21146,1.44323772330533,0.204262811362549,spr
X21574,1.49261245819398,0.227830564296065,spr
X10241,1.69830187005465,0.159100058313502,spr
X12618,1.21755200261033,0.290653949569039,spr
X13275,1.79187063585937,0.123097592213464,spr
X13212,1.20816672444734,0.33012436393357,spr
X13857,0.470051666122857,0.715978360484177,spr
X15637,0.545703350599562,0.649404676839901,spr
X23141,2.52136723019823,0.0353332953041801,spr
X23122,2.52716851904724,0.0387216252598723,spr
X26936,2.12493275348724,0.064269518010096,spr
X27112,2.50594878252712,0.0329889162900928,spr
X27249,1.98365651766049,0.0793477407846607,spr
X27679,2.31232595440085,0.0493884618003252,spr
X25419,2.41677626641651,0.0400983499563502,spr
X25404,2.23608929154092,0.0517519231146129,spr
X25453,2.24758119544825,0.0539327703300162,spr
X25339,1.96877305449058,0.0873635752161888,spr
X25343,2.13911553756424,0.0628938298828348,spr
X25318,1.80158157272209,0.116117049497425,spr
X25349,2.13841974263806,0.0655475517788459,spr
X25357,1.91733786401827,0.0949049340508969,spr
X25367,2.25566215637491,0.0532561514064245,spr
X28267,1.93173650991108,0.131960416003595,spr
X28336,2.26664443470104,0.0769440060468913,spr
X28476,2.51972628273105,0.0300769238586409,spr
X28653,2.43561581287218,0.0384954045089671,spr
X28501,2.39214695325883,0.0415659248008021,spr
X25689,2.10516725467004,0.0778905859167288,spr
X25798,1.12813471735053,0.341302100172738,spr
X25822,1.39070338118933,0.24274161576793,spr
X25978,1.72056853128314,0.167346608811707,spr
X26424,2.16838112815075,0.0604402078983347,spr
X26395,2.22989484256465,0.0533632669320425,spr
X26899,2.28875689289502,0.0527274943836745,spr
X29629,2.14931308630394,0.0729230688834558,spr
X29790,1.84681789909455,0.111372721096607,spr
X29471,2.16245352394159,0.0622991489815384,spr
X37314,0.762845022024636,0.48745085301278,spr
X37583,0.432923087119677,0.664044484550833,spr
X37716,0.886485867525902,0.453008794739396,spr
X37920,0.422884278897142,0.693601854235534,spr
X39102,0.309849518720943,0.770807409397853,spr
X40739,0.268315910759445,0.799795037134736,spr
X30345,0.64641590872013,0.500232720627341,spr
X30265,0.62871411819888,0.501017423034645,spr
X34530,0.538879547679262,0.626588448548147,spr
X35929,0.455556142425978,0.69604741841823,spr
X45793,0.687004598662206,0.602415112114349,spr
X41824,1.01586454849499,0.432037324581427,spr
X42841,0.964826219512197,0.441663795445722,spr
X43411,1.0944594889469,0.391489701207604,spr
X49688,0.466956725670932,0.7078064663002,spr
X49708,0.347403213965253,0.782745666255378,spr
X49704,0.783737682518966,0.540800912242493,spr
X49756,-0.236143384452231,0.865711055584747,spr
X51981,-0.393199373929355,0.758214734414348,spr
X52072,-0.264366699975525,0.841572477211579,spr
X52736,1.46072793457868,0.364715936071427,spr
X47259,2.15721113059793,0.196612429825141,spr
X47764,0.400240150093815,0.759078025244873,spr
X47803,0.508877569540751,0.691517305172362,spr
X47800,0.225857665796566,0.860142908659327,spr
X47932,1.8977938657313,0.255869534345171,spr
X46628,0.7206505424586,0.630766337626298,spr
