ID,slp,pval,season
X2136,0.0159749724692063,0.244833540272886,spr
X2700,0.0277786116322702,0.0420379673801497,spr
X2744,0.0288031650216168,0.0325439729287145,spr
X4291,0.00791455257361946,0.63639489350924,spr
X4488,0.0144072620115834,0.381196509072021,spr
X4622,0.0136807702504283,0.397565443513258,spr
X4597,0.0154221082470023,0.352625358325779,spr
X4509,0.012169864997145,0.446208361048185,spr
X4550,0.0126350334448161,0.430445114888546,spr
X4588,0.016666770332001,0.316820133971811,spr
X5055,0.01716202891753,0.304322764665926,spr
X3314,0.0159541612284852,0.32716180543651,spr
X4062,0.0105044864997145,0.52873679044929,spr
X4201,0.0132299484052534,0.4102611874494,spr
X9454,0.00485827249367826,0.783707860336946,spr
X5817,0.0132687209397179,0.45597298226475,spr
X5955,0.00529869381678783,0.759665937633097,spr
X6703,0.00771209417570777,0.658542014700298,spr
X6700,0.00832210518802523,0.633566293421066,spr
X7449,0.0089621910433152,0.597222262190571,spr
X17749,0.00474702259564414,0.807542753422397,spr
X18700,0.00782227853005963,0.676462552338806,spr
X19468,0.00885933293906529,0.642780728337494,spr
X19861,-0.0059441379802593,0.765076616123759,spr
X21146,0.00945416122848534,0.618216622503577,spr
X21574,0.00247337670283068,0.897391272011774,spr
X10241,0.00793839729994294,0.67973053244132,spr
X12618,0.00560470878538227,0.756786998544351,spr
X13275,-0.00068104046007006,0.971981558861226,spr
X13212,0.00367623786605765,0.849035291772046,spr
X13857,-0.00934168773961972,0.637720218652373,spr
X15637,0.000135731911248981,0.994157013259666,spr
X23141,0.0318102006688964,0.0688992702544524,spr
X23122,0.0305706980585692,0.0810270717707741,spr
X26936,0.0271509605188025,0.111052332920741,spr
X27112,0.0297296017211845,0.0739437428939318,spr
X27249,0.0252438769475488,0.137820263363342,spr
X27679,0.0277226680398076,0.109460230908116,spr
X25419,0.0297323344073743,0.0742298976701523,spr
X25404,0.0302940951545803,0.06610374656362,spr
X25453,0.0296496247654785,0.0743035664224059,spr
X25339,0.0290797628273106,0.0860242816800785,spr
X25343,0.0295844634554206,0.0769326943962466,spr
X25318,0.0281099804225468,0.101331059228005,spr
X25349,0.0289545334040298,0.08696927950377,spr
X25357,0.0292872175544498,0.0835890505491932,spr
X25367,0.0294426390814912,0.0805843342633633,spr
X28267,0.0232582745329962,0.167394380909279,spr
X28336,0.0236858226609022,0.14923187925538,spr
X28476,0.0282424902112734,0.0685374721220736,spr
X28653,0.0267404967778775,0.085174515832171,spr
X28501,0.025867826698752,0.0964512357973816,spr
X25689,0.0217887674361694,0.165272474030138,spr
X25798,0.0204924647197978,0.200136486360939,spr
X25822,0.0207320845909129,0.192638845455428,spr
X25978,0.0222576576392855,0.17238379195915,spr
X26424,0.0276793274329065,0.0883912240849176,spr
X26395,0.0294733206215842,0.0725226661785089,spr
X26899,0.0268310730891591,0.107832297407496,spr
X29629,0.0321463975446612,0.0606278374950449,spr
X29790,0.0252478383228649,0.111870003877923,spr
X29471,0.0292184874378009,0.0624733876266979,spr
X37314,-0.0013446447507952,0.941719519354405,spr
X37583,0.00685392364793222,0.716312501164831,spr
X37716,-0.00460797169426533,0.805761035409637,spr
X37920,-0.00309407884003579,0.866400180379024,spr
X39102,-0.00432798862060515,0.814653593618896,spr
